"Time (s)","Latitude (째)","Longitude (째)","Height (m)","Velocity (m/s)","Direction (째)","Horizontal Accuracy (m)","Vertical Accuracy (째)"
0.000000000E0,4.767359602E1,1.767641658E1,1.161502228E2,-1.000000000E0,-1.000000000E0,2.061973587E2,2.061973587E2
1.006793976E-2,4.767333100E1,1.767655059E1,1.161256027E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
1.006793976E-2,4.767332785E1,1.767655217E1,1.161088104E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
5.023239851E-1,4.767332010E1,1.767671530E1,1.160956192E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
1.700048923E0,4.767331663E1,1.767676375E1,1.160837479E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
1.863680005E0,4.767316216E1,1.767662635E1,1.234156311E2,9.383738518E0,-1.000000000E0,1.600000000E1,1.600000000E1
2.863670826E0,4.767306743E1,1.767657582E1,1.028286438E2,1.004906368E1,-1.000000000E0,1.600000000E1,1.600000000E1
3.863662720E0,4.767298947E1,1.767650388E1,1.029976685E2,1.004906368E1,-1.000000000E0,2.400000000E1,2.400000000E1
4.863654256E0,4.767292490E1,1.767639632E1,1.030747513E2,1.008616638E1,-1.000000000E0,1.600000000E1,1.600000000E1
5.863645911E0,4.767284894E1,1.767629558E1,1.031143295E2,1.090932083E1,-1.000000000E0,1.600000000E1,1.600000000E1
6.863637924E0,4.767276863E1,1.767619651E1,1.031372772E2,1.180760002E1,-1.000000000E0,1.600000000E1,1.600000000E1
7.681416512E0,4.767268705E1,1.767609768E1,1.031512024E2,1.220709896E1,-1.000000000E0,1.600000000E1,1.600000000E1
8.681408763E0,4.767260451E1,1.767596142E1,1.163238866E2,1.180760002E1,-1.000000000E0,1.600241655E1,1.600241655E1
9.669667125E0,4.767261829E1,1.767590465E1,1.177569049E2,1.178299427E1,6.354218473E0,1.600241655E1,1.600241655E1
1.051766109E1,4.767262273E1,1.767587565E1,1.192209084E2,1.152110100E1,3.478149799E2,1.600241655E1,1.600241655E1
1.172730112E1,4.767262794E1,1.767579539E1,1.193693961E2,4.206250191E0,3.137511599E2,1.600241655E1,1.600241655E1
1.272729433E1,4.767257753E1,1.767570645E1,1.193856731E2,6.234926701E0,2.302215800E2,1.600241655E1,1.600241655E1
1.381508636E1,4.767245472E1,1.767563636E1,1.193881660E2,6.234926701E0,2.144083397E2,1.200181241E1,1.200181241E1
1.481508040E1,4.767233938E1,1.767554348E1,1.193889509E2,1.106650829E1,2.189385583E2,1.200181241E1,1.200181241E1
1.582071328E1,4.767223690E1,1.767544686E1,1.193893590E2,1.181617355E1,2.184832442E2,1.200181241E1,1.200181241E1
1.682070637E1,4.767209478E1,1.767530825E1,1.193896058E2,1.250630856E1,2.184254150E2,8.001208274E0,8.001208274E0
1.783136559E1,4.767202607E1,1.767525841E1,1.194186755E2,1.250630856E1,2.205247955E2,8.001208274E0,8.001208274E0
1.883135951E1,4.767190313E1,1.767513197E1,1.194107610E2,1.268902302E1,2.205247955E2,1.200181241E1,1.200181241E1
2.038118613E1,4.767180377E1,1.767500938E1,1.194493830E2,1.271375942E1,2.205247955E2,1.200181241E1,1.200181241E1
2.138117862E1,4.767170996E1,1.767488424E1,1.196195919E2,1.272416592E1,2.205247955E2,6.000906205E0,6.000906205E0
2.238130963E1,4.767162549E1,1.767475862E1,1.198454766E2,1.271375942E1,2.205247955E2,6.000906205E0,6.000906205E0
2.338144708E1,4.767154051E1,1.767464340E1,1.200466754E2,1.230634975E1,2.205247955E2,6.000906205E0,6.000906205E0
2.438158035E1,4.767145488E1,1.767454171E1,1.201759856E2,1.174792576E1,2.205247955E2,6.000906205E0,6.000906205E0
2.538169980E1,4.767136947E1,1.767444298E1,1.202565649E2,1.226856899E1,2.205247955E2,6.000906205E0,6.000906205E0
2.638181698E1,4.767127948E1,1.767433869E1,1.203067280E2,1.226856899E1,2.205247955E2,6.000906205E0,6.000906205E0
2.738192248E1,4.767119016E1,1.767421430E1,1.203380153E2,1.275314426E1,2.243115540E2,6.000906205E0,6.000906205E0
2.838200188E1,4.767110295E1,1.767408827E1,1.203575274E2,1.330817223E1,2.243115540E2,8.001208274E0,8.001208274E0
2.938207436E1,4.767101500E1,1.767396072E1,1.203803252E2,1.337727642E1,2.243115540E2,8.001208274E0,8.001208274E0
3.038214016E1,4.767091528E1,1.767384863E1,1.205035507E2,1.330817223E1,2.243115540E2,6.000906205E0,6.000906205E0
3.138220513E1,4.767082553E1,1.767372528E1,1.206766032E2,1.330509949E1,2.243115540E2,8.001208274E0,8.001208274E0
3.238226628E1,4.767073270E1,1.767359585E1,1.207338026E2,1.337551594E1,2.243115540E2,8.001208274E0,8.001208274E0
3.338232243E1,4.767064520E1,1.767346618E1,1.207442879E2,1.337551594E1,2.243115540E2,6.000906205E0,6.000906205E0
3.438237381E1,4.767056224E1,1.767333092E1,1.208540049E2,1.315685940E1,2.243115540E2,6.000906205E0,6.000906205E0
3.538242173E1,4.767048121E1,1.767319191E1,1.210309800E2,1.315586758E1,2.237866821E2,6.000906205E0,6.000906205E0
3.638246596E1,4.767040445E1,1.767306205E1,1.210388173E2,1.270816135E1,2.237866821E2,6.000906205E0,6.000906205E0
3.738250792E1,4.767032554E1,1.767293968E1,1.210072051E2,1.270816135E1,2.247891235E2,6.000906205E0,6.000906205E0
3.838254726E1,4.767023889E1,1.767282686E1,1.209589725E2,1.257033062E1,2.281587219E2,6.000906205E0,6.000906205E0
3.938258338E1,4.767015286E1,1.767270571E1,1.208612735E2,1.257033062E1,2.281587219E2,6.000906205E0,6.000906205E0
4.038261759E1,4.767012570E1,1.767267195E1,1.208084510E2,1.289034176E1,2.281587219E2,6.000906205E0,6.000906205E0
4.138264930E1,4.766998596E1,1.767244701E1,1.207362757E2,1.291675568E1,2.259216156E2,6.000906205E0,6.000906205E0
4.238267910E1,4.766990816E1,1.767232212E1,1.206259652E2,1.291675568E1,2.259216156E2,6.000906205E0,6.000906205E0
4.338270700E1,4.766982471E1,1.767218503E1,1.205793385E2,1.311314964E1,2.259216156E2,6.000906205E0,6.000906205E0
4.438273144E1,4.766974129E1,1.767205307E1,1.204963295E2,1.334702110E1,2.259216156E2,6.000906205E0,6.000906205E0
4.538275635E1,4.766965950E1,1.767192384E1,1.204403480E2,1.338078880E1,2.301316223E2,6.000906205E0,6.000906205E0
4.638277805E1,4.766957638E1,1.767178793E1,1.204906153E2,1.338078880E1,2.301316223E2,6.000906205E0,6.000906205E0
4.738279831E1,4.766949093E1,1.767165522E1,1.205376647E2,1.347106934E1,2.301316223E2,6.000906205E0,6.000906205E0
4.838281679E1,4.766941470E1,1.767151503E1,1.204887976E2,1.348800182E1,2.301316223E2,6.000906205E0,6.000906205E0
4.938283420E1,4.766933717E1,1.767137247E1,1.204887586E2,1.348800182E1,2.301316223E2,4.000604137E0,4.000604137E0
5.038285184E1,4.766925719E1,1.767123382E1,1.205781834E2,1.346063995E1,2.301316223E2,4.000604137E0,4.000604137E0
5.138286722E1,4.766918018E1,1.767109516E1,1.206201673E2,1.337223339E1,2.301316223E2,4.000604137E0,4.000604137E0
5.238288224E1,4.766910436E1,1.767095531E1,1.205440556E2,1.334068489E1,2.292870026E2,4.000604137E0,4.000604137E0
5.338289559E1,4.766902927E1,1.767080998E1,1.205632648E2,1.334068489E1,2.292870026E2,4.000604137E0,4.000604137E0
5.438290834E1,4.766895751E1,1.767067888E1,1.206587892E2,1.334068489E1,2.292870026E2,4.000604137E0,4.000604137E0
5.538291883E1,4.766887849E1,1.767053618E1,1.206851370E2,1.345854282E1,2.352178192E2,4.000604137E0,4.000604137E0
5.638292968E1,4.766880417E1,1.767039680E1,1.205992632E2,1.375573730E1,2.322636261E2,4.000604137E0,4.000604137E0
5.738294017E1,4.766872597E1,1.767024922E1,1.205667943E2,1.375573730E1,2.322636261E2,6.000906205E0,6.000906205E0
5.838294780E1,4.766865709E1,1.767010577E1,1.205050177E2,1.335044289E1,2.322636261E2,4.000604137E0,4.000604137E0
5.938295555E1,4.766858610E1,1.766996518E1,1.204622968E2,1.335044289E1,2.399596863E2,4.000604137E0,4.000604137E0
6.038296294E1,4.766852472E1,1.766980761E1,1.204352006E2,1.324570656E1,2.459866333E2,4.000604137E0,4.000604137E0
6.138297009E1,4.766847439E1,1.766964763E1,1.204182362E2,1.346930218E1,2.459866333E2,4.000604137E0,4.000604137E0
6.238297594E1,4.766843520E1,1.766950129E1,1.203627617E2,1.346930218E1,2.459866333E2,4.000604137E0,4.000604137E0
6.338298166E1,4.766838288E1,1.766930501E1,1.202673324E2,1.380809498E1,2.464513550E2,4.000604137E0,4.000604137E0
6.438298595E1,4.766834197E1,1.766913638E1,1.202413100E2,1.345526409E1,2.464513550E2,4.000604137E0,4.000604137E0
6.538299108E1,4.766829769E1,1.766896990E1,1.202439812E2,1.345526409E1,2.464513550E2,4.000604137E0,4.000604137E0
6.638299453E1,4.766823561E1,1.766881999E1,1.200851937E2,1.345526409E1,2.464513550E2,4.000604137E0,4.000604137E0
6.738299823E1,4.766815865E1,1.766867746E1,1.199294727E2,1.346594906E1,2.304120789E2,4.000604137E0,4.000604137E0
6.838300109E1,4.766808210E1,1.766853337E1,1.197879699E2,1.360323429E1,2.304120789E2,4.000604137E0,4.000604137E0
6.938300252E1,4.766800285E1,1.766839493E1,1.196446615E2,1.360323429E1,2.304120789E2,4.000604137E0,4.000604137E0
7.038300514E1,4.766792497E1,1.766826345E1,1.196124779E2,1.347503185E1,2.304120789E2,4.000604137E0,4.000604137E0
7.138300824E1,4.766784654E1,1.766812699E1,1.196541387E2,1.342873955E1,2.304120789E2,4.000604137E0,4.000604137E0
7.238300943E1,4.766777006E1,1.766798820E1,1.196325693E2,1.347940731E1,2.304120789E2,4.000604137E0,4.000604137E0
7.338301086E1,4.766769206E1,1.766785020E1,1.195587266E2,1.351278782E1,2.304120789E2,4.000604137E0,4.000604137E0
7.438301075E1,4.766761933E1,1.766770439E1,1.196013850E2,1.351278782E1,2.308099976E2,4.000604137E0,4.000604137E0
7.538301110E1,4.766754196E1,1.766756203E1,1.197258413E2,1.372368717E1,2.308099976E2,4.000604137E0,4.000604137E0
7.638301229E1,4.766746379E1,1.766742134E1,1.199074901E2,1.340766621E1,2.312412872E2,4.000604137E0,4.000604137E0
7.738301241E1,4.766738784E1,1.766728295E1,1.199990162E2,1.340766621E1,2.312412872E2,4.000604137E0,4.000604137E0
7.838301206E1,4.766731607E1,1.766714051E1,1.199795083E2,1.333010483E1,2.312412872E2,4.000604137E0,4.000604137E0
7.938301182E1,4.766724206E1,1.766700121E1,1.200023866E2,1.333010483E1,2.312412872E2,4.000604137E0,4.000604137E0
8.038301158E1,4.766717226E1,1.766685722E1,1.201101294E2,1.325633049E1,2.312412872E2,4.000604137E0,4.000604137E0
8.138301063E1,4.766710513E1,1.766671679E1,1.202529044E2,1.283673000E1,2.312412872E2,4.000604137E0,4.000604137E0
8.238301015E1,4.766703326E1,1.766658108E1,1.203336217E2,1.286378479E1,2.322955017E2,4.000604137E0,4.000604137E0
8.338300908E1,4.766696615E1,1.766645045E1,1.203245823E2,1.283673000E1,2.322955017E2,4.000604137E0,4.000604137E0
8.438300836E1,4.766690472E1,1.766634925E1,1.203272489E2,1.286378479E1,2.322955017E2,4.000604137E0,4.000604137E0
8.538300693E1,4.766681406E1,1.766618778E1,1.204173013E2,1.301491928E1,2.244357910E2,4.000604137E0,4.000604137E0
8.638300550E1,4.766673111E1,1.766605947E1,1.205751988E2,1.304073524E1,2.244357910E2,6.000906205E0,6.000906205E0
8.738300347E1,4.766664628E1,1.766593508E1,1.207186222E2,1.304073524E1,2.244364166E2,6.000906205E0,6.000906205E0
8.838300216E1,4.766656820E1,1.766581845E1,1.207567911E2,1.289606094E1,2.244364166E2,6.000906205E0,6.000906205E0
8.938299990E1,4.766648575E1,1.766571214E1,1.207557878E2,1.217614460E1,2.244364166E2,6.000906205E0,6.000906205E0
9.038299823E1,4.766640930E1,1.766559713E1,1.208509663E2,1.217614460E1,2.244364166E2,6.000906205E0,6.000906205E0
9.138299632E1,4.766633459E1,1.766548047E1,1.210130431E2,1.240768814E1,2.244364166E2,6.000906205E0,6.000906205E0
9.238299453E1,4.766625524E1,1.766536708E1,1.211994427E2,1.240768814E1,2.289449921E2,6.000906205E0,6.000906205E0
9.338299263E1,4.766617910E1,1.766524815E1,1.213271220E2,1.197763443E1,2.289449921E2,6.000906205E0,6.000906205E0
9.438299048E1,4.766611080E1,1.766513816E1,1.213563420E2,1.156085300E1,2.289449921E2,6.000906205E0,6.000906205E0
9.538298857E1,4.766604060E1,1.766502297E1,1.213700031E2,1.134678173E1,2.289449921E2,6.000906205E0,6.000906205E0
9.538298857E1,4.766514966E1,1.766364041E1,1.177654648E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
9.578719163E1,4.766492804E1,1.766320333E1,1.171322937E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
9.703422558E1,4.766502608E1,1.766324354E1,1.168134003E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
9.789393008E1,4.766473180E1,1.766298422E1,1.118291540E2,1.003941154E1,-1.000000000E0,1.600000000E1,1.600000000E1
9.889392674E1,4.766466683E1,1.766289180E1,1.031740402E2,1.003941154E1,-1.000000000E0,4.800000000E1,4.800000000E1
9.989392364E1,4.766461233E1,1.766282730E1,1.031740402E2,9.493937492E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.008982754E2,4.766456596E1,1.766276077E1,1.031740402E2,7.850228310E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.018874091E2,4.766450062E1,1.766272348E1,1.031740402E2,7.568546295E0,-1.000000000E0,1.600000000E1,1.600000000E1
1.028874068E2,4.766442623E1,1.766265442E1,1.238792534E2,6.891296506E-1,-1.000000000E0,1.600241655E1,1.600241655E1
1.038874030E2,4.766441384E1,1.766262879E1,1.177684035E2,1.514217854E0,-1.000000000E0,1.200181241E1,1.200181241E1
1.049883990E2,4.766437582E1,1.766259031E1,1.192278398E2,1.514217854E0,2.173181779E2,1.200181241E1,1.200181241E1
1.059883951E2,4.766430306E1,1.766253002E1,1.193737834E2,7.892145634E0,2.120816358E2,8.001208274E0,8.001208274E0
1.069883921E2,4.766423316E1,1.766245845E1,1.193883778E2,8.360959053E0,2.148597260E2,8.001208274E0,8.001208274E0
1.079883889E2,4.766416528E1,1.766239425E1,1.193898372E2,8.693155289E0,2.148597260E2,8.001208274E0,8.001208274E0
1.089883854E2,4.766409192E1,1.766232889E1,1.193921530E2,8.693155289E0,2.148597260E2,8.001208274E0,8.001208274E0
1.099883827E2,4.766402806E1,1.766227473E1,1.194810579E2,8.693155289E0,2.148597260E2,6.000906205E0,6.000906205E0
1.109883783E2,4.766395208E1,1.766221207E1,1.196309992E2,8.485245705E0,2.117978973E2,6.000906205E0,6.000906205E0
1.119883752E2,4.766389803E1,1.766217273E1,1.198153338E2,7.074364185E0,2.117978973E2,6.000906205E0,6.000906205E0
1.129883715E2,4.766384239E1,1.766212474E1,1.200100429E2,7.211045742E0,2.117978973E2,6.000906205E0,6.000906205E0
1.139885123E2,4.766378453E1,1.766207314E1,1.201871402E2,7.211045742E0,2.117978973E2,6.000906205E0,6.000906205E0
1.149885086E2,4.766372218E1,1.766201558E1,1.203256171E2,7.737900257E0,2.128724365E2,6.000906205E0,6.000906205E0
1.159884802E2,4.766365431E1,1.766195109E1,1.204076350E2,9.044170380E0,2.128724365E2,6.000906205E0,6.000906205E0
1.169884515E2,4.766358226E1,1.766188347E1,1.204136807E2,9.898535728E0,2.128724365E2,6.000906205E0,6.000906205E0
1.179884373E2,4.766350663E1,1.766180923E1,1.204413253E2,9.898535728E0,2.128724365E2,6.000906205E0,6.000906205E0
1.189884223E2,4.766342309E1,1.766172770E1,1.205547771E2,1.051585865E1,2.128724365E2,6.000906205E0,6.000906205E0
1.199884236E2,4.766334897E1,1.766165020E1,1.207320433E2,1.051585865E1,2.128724365E2,6.000906205E0,6.000906205E0
1.209884217E2,4.766327161E1,1.766157555E1,1.209275287E2,9.906353951E0,2.128724365E2,6.000906205E0,6.000906205E0
1.219884279E2,4.766319562E1,1.766149745E1,1.210094521E2,9.929127693E0,2.132059631E2,8.001208274E0,8.001208274E0
1.229884322E2,4.766311902E1,1.766142860E1,1.210392188E2,9.929127693E0,2.132059631E2,8.001208274E0,8.001208274E0
1.239884387E2,4.766306736E1,1.766138306E1,1.210929111E2,1.004418945E1,2.132059631E2,6.000906205E0,6.000906205E0
1.249884435E2,4.766295809E1,1.766127132E1,1.211593781E2,1.127984715E1,2.159009094E2,6.000906205E0,6.000906205E0
1.259884475E2,4.766287590E1,1.766118286E1,1.211485977E2,1.127984715E1,2.159009094E2,6.000906205E0,6.000906205E0
1.269884514E2,4.766279504E1,1.766109750E1,1.211409828E2,1.084083271E1,2.159009094E2,6.000906205E0,6.000906205E0
1.279884554E2,4.766271542E1,1.766101532E1,1.211881355E2,1.075250435E1,2.159009094E2,6.000906205E0,6.000906205E0
1.289884584E2,4.766263387E1,1.766093262E1,1.211689005E2,1.119335842E1,2.159035950E2,6.000906205E0,6.000906205E0
1.299884614E2,4.766254956E1,1.766084700E1,1.211377809E2,1.149629593E1,2.159035950E2,6.000906205E0,6.000906205E0
1.309884651E2,4.766246589E1,1.766075631E1,1.211639337E2,1.149629593E1,2.159035950E2,4.000604137E0,4.000604137E0
1.319884670E2,4.766238446E1,1.766066055E1,1.212722375E2,1.149629593E1,2.159035950E2,4.000604137E0,4.000604137E0
1.329884685E2,4.766230002E1,1.766056622E1,1.213718511E2,1.192745399E1,2.159035950E2,4.000604137E0,4.000604137E0
1.339884704E2,4.766221247E1,1.766047035E1,1.213927302E2,1.223231220E1,2.159035950E2,4.000604137E0,4.000604137E0
1.349884727E2,4.766212065E1,1.766037577E1,1.213931152E2,1.223231220E1,2.203226166E2,6.000906205E0,6.000906205E0
1.359884734E2,4.766202935E1,1.766027975E1,1.213920825E2,1.232178688E1,2.203226166E2,6.000906205E0,6.000906205E0
1.369884756E2,4.766194194E1,1.766017759E1,1.213913063E2,1.186581516E1,2.203226166E2,6.000906205E0,6.000906205E0
1.379884760E2,4.766185871E1,1.766007835E1,1.213908167E2,1.186581516E1,2.203226166E2,6.000906205E0,6.000906205E0
1.389884776E2,4.766178128E1,1.765997644E1,1.213905068E2,1.125263596E1,2.203226166E2,6.000906205E0,6.000906205E0
1.399884778E2,4.766170795E1,1.765987570E1,1.213903111E2,1.095528984E1,2.203226166E2,6.000906205E0,6.000906205E0
1.409884778E2,4.766163684E1,1.765977793E1,1.213901954E2,1.078192043E1,2.203226166E2,6.000906205E0,6.000906205E0
1.419884790E2,4.766156276E1,1.765968123E1,1.213901151E2,1.101069069E1,2.203226166E2,6.000906205E0,6.000906205E0
1.429884794E2,4.766148311E1,1.765959231E1,1.213900796E2,1.101069069E1,2.203226166E2,6.000906205E0,6.000906205E0
1.439884795E2,4.766140235E1,1.765950685E1,1.213900486E2,1.101069069E1,2.190030975E2,6.000906205E0,6.000906205E0
1.449884796E2,4.766132534E1,1.765941920E1,1.213900318E2,1.051449203E1,2.190030975E2,6.000906205E0,6.000906205E0
1.459884789E2,4.766125191E1,1.765933293E1,1.213594881E2,1.051449203E1,2.190030975E2,6.000906205E0,6.000906205E0
1.469884794E2,4.766118046E1,1.765924747E1,1.212314093E2,1.041347885E1,2.190030975E2,6.000906205E0,6.000906205E0
1.479884787E2,4.766111773E1,1.765916577E1,1.210376154E2,9.725215912E0,2.190030975E2,6.000906205E0,6.000906205E0
1.489884784E2,4.766105889E1,1.765909073E1,1.208066805E2,8.834688187E0,2.190030975E2,6.000906205E0,6.000906205E0
1.499884784E2,4.766100206E1,1.765901594E1,1.206973993E2,8.576211929E0,2.190030975E2,6.000906205E0,6.000906205E0
1.509884775E2,4.766094495E1,1.765893621E1,1.206473736E2,8.861591339E0,2.190030975E2,6.000906205E0,6.000906205E0
1.519884768E2,4.766088402E1,1.765886267E1,1.205922734E2,8.666563034E0,2.190030975E2,6.000906205E0,6.000906205E0
1.529884766E2,4.766082080E1,1.765879455E1,1.205148029E2,8.683137894E0,2.190030975E2,6.000906205E0,6.000906205E0
1.539884746E2,4.766076220E1,1.765871783E1,1.204677935E2,8.683137894E0,2.190030975E2,6.000906205E0,6.000906205E0
1.549884741E2,4.766069996E1,1.765865065E1,1.204385655E2,8.627227783E0,2.137701111E2,6.000906205E0,6.000906205E0
1.559884731E2,4.766063997E1,1.765858063E1,1.204203306E2,8.627227783E0,2.075964508E2,6.000906205E0,6.000906205E0
1.569884719E2,4.766059567E1,1.765853657E1,1.203977704E2,8.357310295E0,2.075964508E2,6.000906205E0,6.000906205E0
1.579884706E2,4.766052163E1,1.765847565E1,1.203845280E2,7.672543049E0,2.080512238E2,6.000906205E0,6.000906205E0
1.589884698E2,4.766046006E1,1.765843583E1,1.203855521E2,7.672543049E0,2.067904053E2,6.000906205E0,6.000906205E0
1.599884686E2,4.766040022E1,1.765837774E1,1.203871102E2,7.902051449E0,2.267229659E2,6.000906205E0,6.000906205E0
1.609884681E2,4.766035715E1,1.765830130E1,1.203881861E2,7.902051449E0,2.407231598E2,6.000906205E0,6.000906205E0
1.619884664E2,4.766033077E1,1.765820819E1,1.203498965E2,7.420468807E0,2.294060281E2,6.000906205E0,6.000906205E0
1.629884648E2,4.766028820E1,1.765814313E1,1.202088208E2,7.263643742E0,2.095774835E2,6.000906205E0,6.000906205E0
1.639884641E2,4.766023706E1,1.765811207E1,1.200298634E2,6.814985752E0,1.826107788E2,6.000906205E0,6.000906205E0
1.649884623E2,4.766018050E1,1.765811985E1,1.198710817E2,6.600576878E0,1.596205139E2,6.000906205E0,6.000906205E0
1.659884607E2,4.766012196E1,1.765821033E1,1.197801944E2,6.765643597E0,1.090398331E2,6.000906205E0,6.000906205E0
1.669884596E2,4.766011388E1,1.765828920E1,1.197976514E2,6.600576878E0,8.266957092E1,6.000906205E0,6.000906205E0
1.679884580E2,4.766014126E1,1.765840826E1,1.199256025E2,6.765643597E0,5.392403412E1,6.000906205E0,6.000906205E0
1.689884564E2,4.766018669E1,1.765846991E1,1.200905171E2,6.834596634E0,1.715159225E1,6.000906205E0,6.000906205E0
1.699884549E2,4.766023742E1,1.765850629E1,1.202020128E2,8.361515999E0,1.981155872E0,6.000906205E0,6.000906205E0
1.709884534E2,4.766024470E1,1.765851862E1,1.202724886E2,8.589350700E0,1.981155872E0,8.086915978E0,8.086915978E0
1.719884524E2,4.766024888E1,1.765851883E1,1.203166013E2,8.589350700E0,1.981155872E0,1.700749268E1,1.700749268E1
1.729884501E2,4.766046807E1,1.765852926E1,1.203441525E2,8.744704247E0,2.679040527E1,6.000906205E0,6.000906205E0
1.739884490E2,4.766056295E1,1.765863038E1,1.203613684E2,8.895533562E0,2.759645271E1,6.000906205E0,6.000906205E0
1.749884477E2,4.766062566E1,1.765866908E1,1.203721125E2,9.081530571E0,2.759645271E1,6.000906205E0,6.000906205E0
1.759884456E2,4.766069180E1,1.765872642E1,1.203788311E2,9.534077644E0,3.377010345E1,4.000604137E0,4.000604137E0
1.769884446E2,4.766077313E1,1.765880054E1,1.203830186E2,9.534077644E0,3.900309372E1,4.000604137E0,4.000604137E0
1.779884430E2,4.766084850E1,1.765887309E1,1.203856346E2,9.952407837E0,3.900309372E1,4.000604137E0,4.000604137E0
1.789884416E2,4.766092403E1,1.765895691E1,1.203862533E2,9.970334053E0,3.900309372E1,4.000604137E0,4.000604137E0
1.799884394E2,4.766099980E1,1.765904223E1,1.204432381E2,1.053977585E1,3.900309372E1,4.000604137E0,4.000604137E0
1.809884369E2,4.766107342E1,1.765913051E1,1.205035798E2,1.074468517E1,3.900309372E1,4.000604137E0,4.000604137E0
1.819884356E2,4.766115084E1,1.765922531E1,1.205072931E2,1.074468517E1,3.900309372E1,4.000604137E0,4.000604137E0
1.829884347E2,4.766122608E1,1.765932239E1,1.205397308E2,1.095314884E1,3.900309372E1,4.000604137E0,4.000604137E0
